,Group,X,Y,Z,Z_MAD,U,U_MAD,V,V_MAD,W,W_MAD,Memberships,Number of stars
109,109,-102.00882732242374,83.038349273459,-86.31888552934933,7.0766002709929285,2.579443063070011,1.7407243329888225,1.6215797463711732,0.8134485359542306,-16.15883826464031,1.2129388114370152,"{'FIELD': 2, 'NOT FOUND IN DB': 15}",17
110,110,117.75153803536064,-2.76490310105071,-83.69670546990788,10.496441047530231,5.8560171460772805,0.8331968309973729,7.185246911055633,0.869992175073203,-15.384181365994872,1.661885912578141,{'NOT FOUND IN DB': 10},10
111,111,-24.353010513746263,35.61746936587946,-24.187541197437508,35.93968655261649,-3.1474271751091814,1.313242580240568,1.801264133804315,0.7239782090130947,5.986512918117993,1.673135512549454,{'NOT FOUND IN DB': 12},12
112,112,-26.95359660786768,99.95364534930448,78.14750695919301,30.90767286986165,13.242255691209564,1.6632268921701137,-18.616306201597464,1.611370303011036,-17.33023101386925,1.728519766601512,{'NOT FOUND IN DB': 22},22
113,113,99.3723142053702,-69.27051439983691,10.12048873572044,6.994115637748854,-0.4042265109961654,2.3219800407403777,2.235042642155848,1.7332223976861183,-12.778853475287002,2.843572452335686,{'NOT FOUND IN DB': 10},10
114,114,80.84853267149765,-21.654160172194523,-89.66749587666503,17.78376411447612,-10.448518296281708,0.9710393010315896,-20.21402896207385,0.5487546226813325,-14.346651020215008,0.8811895713869166,{'NOT FOUND IN DB': 11},11
115,115,-3.383026533100272,54.24055934203064,18.70836923269248,44.07782617613158,6.556969153093503,2.9671088661698857,-10.603823698073246,1.7455721591436042,-12.783932207566291,2.0454100925269256,{'NOT FOUND IN DB': 18},18
116,116,66.43770944214945,26.780796134947312,-93.16110284647836,7.229472257235592,-11.833031350512403,0.3999687632245281,-6.138134063636458,0.5802270827798784,5.269400330405373,0.7254150891993082,{'NOT FOUND IN DB': 11},11
117,117,13.590682696679442,-1.9161017229491075,1.9998049294669016,56.46391779336016,-23.197436987184087,1.3733414397047383,-23.21386716543874,1.2797246765512162,10.017275485328303,0.8614678430279123,{'NOT FOUND IN DB': 12},12
118,118,-1.6173011358959233,-52.52080087793232,50.49158854628698,24.264239285423404,-44.51300199835539,0.8530777998056274,-19.562677336946827,1.5827954920770486,3.808871908001248,2.660264438432323,{'NOT FOUND IN DB': 16},16
119,119,112.7512152339609,-98.79411503563882,36.83264070526944,13.490081389470165,-14.58389143114101,1.5648741263304984,-5.303437775642808,1.6596364390146876,-1.9927858759031345,1.4716882926235633,"{'CHAI': 1, 'GRSCOS17G': 1, 'NOT FOUND IN DB': 6, 'USCO': 3}",11
